UKPRN,HE Provider,student_from,n_students,academic_year
10003645,King's College London,Cambridgeshire,215,14/15
10003645,King's College London,Central Bedfordshire,80,14/15
10003645,King's College London,Cheshire East,60,14/15
10003645,King's College London,Cheshire West and Chester,45,14/15
10003645,King's College London,City of Bristol,100,14/15
10003645,King's College London,City of Derby,15,14/15
10003645,King's College London,City of Kingston upon Hull,10,14/15
10003645,King's College London,City of Leicester,45,14/15
10003645,King's College London,City of Nottingham,25,14/15
10003645,King's College London,City of Plymouth,30,14/15
10003645,King's College London,City of Portsmouth,25,14/15
10003645,King's College London,City of Southampton,45,14/15
10003645,King's College London,City of Stoke-on-Trent,10,14/15
10003645,King's College London,City of York,30,14/15
10003645,King's College London,Cornwall,70,14/15
10003645,King's College London,County Durham,30,14/15
10003645,King's College London,Cumbria,40,14/15
10003645,King's College London,Darlington,10,14/15
10003645,King's College London,Derbyshire,50,14/15
10003645,King's College London,Devon,170,14/15
10003645,King's College London,Dorset,95,14/15
10003645,King's College London,East Riding of Yorkshire,30,14/15
10003645,King's College London,East Sussex,180,14/15
10003645,King's College London,Essex,435,14/15
10003645,King's College London,Gloucestershire,120,14/15
10003645,King's College London,Greater London,10950,14/15
10003645,King's College London,Greater Manchester,325,14/15
10003645,King's College London,Halton,10,14/15
10003645,King's College London,Hampshire,350,14/15
10003645,King's College London,Hartlepool,10,14/15
10003645,King's College London,Herefordshire,30,14/15
10003645,King's College London,Hertfordshire,575,14/15
10003645,King's College London,Isle of Wight,30,14/15
10003645,King's College London,Isles of Scilly,0,14/15
10003645,King's College London,Kent,595,14/15
10003645,King's College London,Lancashire,105,14/15
10003645,King's College London,Leicestershire,75,14/15
10003645,King's College London,Lincolnshire,95,14/15
10003645,King's College London,Luton,45,14/15
10003645,King's College London,Medway,95,14/15
10003645,King's College London,Merseyside,155,14/15
10003645,King's College London,Middlesbrough,5,14/15
10003645,King's College London,Milton Keynes,75,14/15
10003645,King's College London,Norfolk,140,14/15
10003645,King's College London,North East Lincolnshire,20,14/15
10003645,King's College London,North Lincolnshire,5,14/15
10003645,King's College London,North Somerset,40,14/15
10003645,King's College London,North Yorkshire,85,14/15
10003645,King's College London,Northamptonshire,105,14/15
10003645,King's College London,Northumberland,25,14/15
10003645,King's College London,Nottinghamshire,90,14/15
10003645,King's College London,Oxfordshire,245,14/15
10003645,King's College London,Peterborough,30,14/15
10003645,King's College London,Poole,25,14/15
10003645,King's College London,Reading,45,14/15
10003645,King's College London,Redcar and Cleveland,5,14/15
10003645,King's College London,Rutland,15,14/15
10003645,King's College London,Shropshire,40,14/15
10003645,King's College London,Slough,80,14/15
10003645,King's College London,Somerset,110,14/15
10003645,King's College London,South Gloucestershire,35,14/15
10003645,King's College London,South Yorkshire,90,14/15
10003645,King's College London,Southend-on-Sea,60,14/15
10003645,King's College London,Staffordshire,65,14/15
10003645,King's College London,Stockton-on-Tees,15,14/15
10003645,King's College London,Suffolk,150,14/15
10003645,King's College London,Surrey,615,14/15
10003645,King's College London,Swindon,35,14/15
10003645,King's College London,Telford and Wrekin,15,14/15
10003645,King's College London,Thurrock,45,14/15
10003645,King's College London,Torbay,25,14/15
10003645,King's College London,Tyne and Wear,90,14/15
10003645,King's College London,Warrington,25,14/15
10003645,King's College London,Warwickshire,90,14/15
10003645,King's College London,West Berkshire,35,14/15
10003645,King's College London,West Midlands,335,14/15
10003645,King's College London,West Sussex,260,14/15
10003645,King's College London,West Yorkshire,190,14/15
10003645,King's College London,Wiltshire,115,14/15
10003645,King's College London,Windsor and Maidenhead,80,14/15
10003645,King's College London,Wokingham,70,14/15
10003645,King's College London,Worcestershire,70,14/15
10003645,King's College London,England (county unitary authority unknown),75,14/15
10003645,King's College London,Total England,19750,14/15
10003645,King's College London,Total,20355,14/15
10003678,Kingston University,Bath and North East Somerset,35,14/15
10003678,Kingston University,Bedford,30,14/15
10003678,Kingston University,Blackburn with Darwen,10,14/15
10003678,Kingston University,Blackpool,0,14/15
10003678,Kingston University,Bournemouth,40,14/15
10003678,Kingston University,Bracknell Forest,60,14/15
10003678,Kingston University,Brighton and Hove,110,14/15
10003678,Kingston University,Buckinghamshire,130,14/15
10003678,Kingston University,Cambridgeshire,75,14/15
10003678,Kingston University,Central Bedfordshire,30,14/15
10003678,Kingston University,Cheshire East,30,14/15
10003678,Kingston University,Cheshire West and Chester,20,14/15
10003678,Kingston University,City of Bristol,55,14/15
10003678,Kingston University,City of Derby,15,14/15
10003678,Kingston University,City of Kingston upon Hull,10,14/15
10003678,Kingston University,City of Leicester,40,14/15
10003678,Kingston University,City of Nottingham,20,14/15
10003678,Kingston University,City of Plymouth,35,14/15
10003678,Kingston University,City of Portsmouth,35,14/15
10003678,Kingston University,City of Southampton,45,14/15
10003678,Kingston University,City of Stoke-on-Trent,10,14/15
10003678,Kingston University,City of York,20,14/15
10003678,Kingston University,Cornwall,160,14/15
10003678,Kingston University,County Durham,10,14/15
10003678,Kingston University,Cumbria,15,14/15
10003678,Kingston University,Darlington,5,14/15
10003678,Kingston University,Derbyshire,30,14/15
10003678,Kingston University,Devon,130,14/15
10003678,Kingston University,Dorset,80,14/15
10003678,Kingston University,East Riding of Yorkshire,20,14/15
10003678,Kingston University,East Sussex,215,14/15
10003678,Kingston University,Essex,260,14/15
10003678,Kingston University,Gloucestershire,70,14/15
10003678,Kingston University,Greater London,10315,14/15
10003678,Kingston University,Greater Manchester,135,14/15
10003678,Kingston University,Halton,5,14/15
10003678,Kingston University,Hampshire,430,14/15
10003678,Kingston University,Hartlepool,5,14/15
10003678,Kingston University,Herefordshire,15,14/15
10003678,Kingston University,Hertfordshire,225,14/15
10003678,Kingston University,Isle of Wight,30,14/15
10003678,Kingston University,Isles of Scilly,0,14/15
10003678,Kingston University,Kent,340,14/15
10003678,Kingston University,Lancashire,50,14/15
10003678,Kingston University,Leicestershire,40,14/15
10003678,Kingston University,Lincolnshire,50,14/15
10003678,Kingston University,Luton,60,14/15
10003678,Kingston University,Medway,70,14/15
10003678,Kingston University,Merseyside,80,14/15
10003678,Kingston University,Middlesbrough,0,14/15
10003678,Kingston University,Milton Keynes,50,14/15
10003678,Kingston University,Norfolk,115,14/15
10003678,Kingston University,North East Lincolnshire,5,14/15
10003678,Kingston University,North Lincolnshire,10,14/15
10003678,Kingston University,North Somerset,25,14/15
10003678,Kingston University,North Yorkshire,50,14/15
10003678,Kingston University,Northamptonshire,70,14/15
10003678,Kingston University,Northumberland,20,14/15
10003678,Kingston University,Nottinghamshire,40,14/15
10003678,Kingston University,Oxfordshire,110,14/15
10003678,Kingston University,Peterborough,30,14/15
10003678,Kingston University,Poole,30,14/15
10003678,Kingston University,Reading,60,14/15
10003678,Kingston University,Redcar and Cleveland,5,14/15
10003678,Kingston University,Rutland,5,14/15
10003678,Kingston University,Shropshire,30,14/15
10003678,Kingston University,Slough,180,14/15
10003678,Kingston University,Somerset,120,14/15
10003678,Kingston University,South Gloucestershire,15,14/15
10003678,Kingston University,South Yorkshire,80,14/15
10003678,Kingston University,Southend-on-Sea,45,14/15
10003678,Kingston University,Staffordshire,30,14/15
10003678,Kingston University,Stockton-on-Tees,10,14/15
10003678,Kingston University,Suffolk,105,14/15
10003678,Kingston University,Surrey,1260,14/15
10003678,Kingston University,Swindon,20,14/15
10003678,Kingston University,Telford and Wrekin,10,14/15
10003678,Kingston University,Thurrock,55,14/15
10003678,Kingston University,Torbay,20,14/15
10003678,Kingston University,Tyne and Wear,85,14/15
10003678,Kingston University,Warrington,5,14/15
10003678,Kingston University,Warwickshire,70,14/15
10003678,Kingston University,West Berkshire,40,14/15
10003678,Kingston University,West Midlands,215,14/15
10003678,Kingston University,West Sussex,290,14/15
10003678,Kingston University,West Yorkshire,120,14/15
10003678,Kingston University,Wiltshire,105,14/15
10003678,Kingston University,Windsor and Maidenhead,70,14/15
10003678,Kingston University,Wokingham,50,14/15
10003678,Kingston University,Worcestershire,35,14/15
10003678,Kingston University,England (county unitary authority unknown),80,14/15
10003678,Kingston University,Total England,17465,14/15
10003678,Kingston University,Total,17860,14/15
10007768,The University of Lancaster,Bath and North East Somerset,10,14/15
10007768,The University of Lancaster,Bedford,25,14/15
10007768,The University of Lancaster,Blackburn with Darwen,90,14/15
10007768,The University of Lancaster,Blackpool,135,14/15
10007768,The University of Lancaster,Bournemouth,0,14/15
10007768,The University of Lancaster,Bracknell Forest,10,14/15
10007768,The University of Lancaster,Brighton and Hove,15,14/15
10007768,The University of Lancaster,Buckinghamshire,55,14/15
10007768,The University of Lancaster,Cambridgeshire,70,14/15
10007768,The University of Lancaster,Central Bedfordshire,20,14/15
10007768,The University of Lancaster,Cheshire East,145,14/15
10007768,The University of Lancaster,Cheshire West and Chester,165,14/15
10007768,The University of Lancaster,City of Bristol,25,14/15
10007768,The University of Lancaster,City of Derby,15,14/15
10007768,The University of Lancaster,City of Kingston upon Hull,10,14/15
10007768,The University of Lancaster,City of Leicester,20,14/15
10007768,The University of Lancaster,City of Nottingham,5,14/15
10007768,The University of Lancaster,City of Plymouth,10,14/15
10007768,The University of Lancaster,City of Portsmouth,10,14/15
10007768,The University of Lancaster,City of Southampton,5,14/15
10007768,The University of Lancaster,City of Stoke-on-Trent,20,14/15
10007768,The University of Lancaster,City of York,50,14/15
10007768,The University of Lancaster,Cornwall,20,14/15
10007768,The University of Lancaster,County Durham,60,14/15
10007768,The University of Lancaster,Cumbria,385,14/15
10007768,The University of Lancaster,Darlington,15,14/15
10007768,The University of Lancaster,Derbyshire,90,14/15
10007768,The University of Lancaster,Devon,45,14/15
10007768,The University of Lancaster,Dorset,15,14/15
10007768,The University of Lancaster,East Riding of Yorkshire,45,14/15
10007768,The University of Lancaster,East Sussex,30,14/15
10007768,The University of Lancaster,Essex,95,14/15
10007768,The University of Lancaster,Gloucestershire,55,14/15
10007768,The University of Lancaster,Greater London,525,14/15
10007768,The University of Lancaster,Greater Manchester,1085,14/15
10007768,The University of Lancaster,Halton,40,14/15
10007768,The University of Lancaster,Hampshire,85,14/15
10007768,The University of Lancaster,Hartlepool,10,14/15
10007768,The University of Lancaster,Herefordshire,25,14/15
10007768,The University of Lancaster,Hertfordshire,135,14/15
10007768,The University of Lancaster,Isle of Wight,5,14/15
10007768,The University of Lancaster,Isles of Scilly,0,14/15
10007768,The University of Lancaster,Kent,115,14/15
10007768,The University of Lancaster,Lancashire,1525,14/15
10007768,The University of Lancaster,Leicestershire,60,14/15
10007768,The University of Lancaster,Lincolnshire,70,14/15
10007768,The University of Lancaster,Luton,5,14/15
10007768,The University of Lancaster,Medway,15,14/15
10007768,The University of Lancaster,Merseyside,445,14/15
10007768,The University of Lancaster,Middlesbrough,5,14/15
10007768,The University of Lancaster,Milton Keynes,25,14/15
10007768,The University of Lancaster,Norfolk,45,14/15
10007768,The University of Lancaster,North East Lincolnshire,15,14/15
10007768,The University of Lancaster,North Lincolnshire,15,14/15
10007768,The University of Lancaster,North Somerset,15,14/15
10007768,The University of Lancaster,North Yorkshire,170,14/15
10007768,The University of Lancaster,Northamptonshire,55,14/15
10007768,The University of Lancaster,Northumberland,40,14/15
10007768,The University of Lancaster,Nottinghamshire,55,14/15
10007768,The University of Lancaster,Oxfordshire,50,14/15
10007768,The University of Lancaster,Peterborough,5,14/15
10007768,The University of Lancaster,Poole,5,14/15
10007768,The University of Lancaster,Reading,15,14/15
10007768,The University of Lancaster,Redcar and Cleveland,10,14/15
10007768,The University of Lancaster,Rutland,15,14/15
10007768,The University of Lancaster,Shropshire,45,14/15
10007768,The University of Lancaster,Slough,5,14/15
10007768,The University of Lancaster,Somerset,40,14/15
10007768,The University of Lancaster,South Gloucestershire,10,14/15
10007768,The University of Lancaster,South Yorkshire,110,14/15
10007768,The University of Lancaster,Southend-on-Sea,15,14/15
10007768,The University of Lancaster,Staffordshire,160,14/15
10007768,The University of Lancaster,Stockton-on-Tees,20,14/15
10007768,The University of Lancaster,Suffolk,65,14/15
10007768,The University of Lancaster,Surrey,110,14/15
10007768,The University of Lancaster,Swindon,15,14/15
10007768,The University of Lancaster,Telford and Wrekin,30,14/15
10007768,The University of Lancaster,Thurrock,5,14/15
10007768,The University of Lancaster,Torbay,5,14/15
10007768,The University of Lancaster,Tyne and Wear,75,14/15
10007768,The University of Lancaster,Warrington,100,14/15
10007768,The University of Lancaster,Warwickshire,70,14/15
10007768,The University of Lancaster,West Berkshire,10,14/15
10007768,The University of Lancaster,West Midlands,195,14/15
10007768,The University of Lancaster,West Sussex,35,14/15
10007768,The University of Lancaster,West Yorkshire,415,14/15
10007768,The University of Lancaster,Wiltshire,30,14/15
10007768,The University of Lancaster,Windsor and Maidenhead,10,14/15
10007768,The University of Lancaster,Wokingham,15,14/15
10007768,The University of Lancaster,Worcestershire,70,14/15
10007768,The University of Lancaster,England (county unitary authority unknown),35,14/15
10007768,The University of Lancaster,Total England,8145,14/15
10007768,The University of Lancaster,Total,8610,14/15
10003854,Leeds Arts University,Bath and North East Somerset,0,14/15
10003854,Leeds Arts University,Bedford,0,14/15
10003854,Leeds Arts University,Blackburn with Darwen,10,14/15
10003854,Leeds Arts University,Blackpool,5,14/15
10003854,Leeds Arts University,Bournemouth,0,14/15
10003854,Leeds Arts University,Bracknell Forest,0,14/15
10003854,Leeds Arts University,Brighton and Hove,5,14/15
10003854,Leeds Arts University,Buckinghamshire,5,14/15
10003854,Leeds Arts University,Cambridgeshire,20,14/15
10003854,Leeds Arts University,Central Bedfordshire,5,14/15
10003854,Leeds Arts University,Cheshire East,10,14/15
10003854,Leeds Arts University,Cheshire West and Chester,10,14/15
10003854,Leeds Arts University,City of Bristol,5,14/15
10003854,Leeds Arts University,City of Derby,5,14/15
10003854,Leeds Arts University,City of Kingston upon Hull,15,14/15
10003854,Leeds Arts University,City of Leicester,10,14/15
10003854,Leeds Arts University,City of Nottingham,0,14/15
10003854,Leeds Arts University,City of Plymouth,0,14/15
10003854,Leeds Arts University,City of Portsmouth,5,14/15
10003854,Leeds Arts University,City of Southampton,0,14/15
10003854,Leeds Arts University,City of Stoke-on-Trent,0,14/15
10003854,Leeds Arts University,City of York,15,14/15
10003854,Leeds Arts University,Cornwall,5,14/15
10003854,Leeds Arts University,County Durham,10,14/15
10003854,Leeds Arts University,Cumbria,30,14/15
10003854,Leeds Arts University,Darlington,0,14/15
10003854,Leeds Arts University,Derbyshire,20,14/15
10003854,Leeds Arts University,Devon,10,14/15
10003854,Leeds Arts University,Dorset,0,14/15
10003854,Leeds Arts University,East Riding of Yorkshire,15,14/15
10003854,Leeds Arts University,East Sussex,5,14/15
10003854,Leeds Arts University,Essex,10,14/15
10003854,Leeds Arts University,Gloucestershire,10,14/15
10003854,Leeds Arts University,Greater London,60,14/15
10003854,Leeds Arts University,Greater Manchester,80,14/15
10003854,Leeds Arts University,Halton,5,14/15
10003854,Leeds Arts University,Hampshire,5,14/15
10003854,Leeds Arts University,Hartlepool,0,14/15
10003854,Leeds Arts University,Herefordshire,0,14/15
10003854,Leeds Arts University,Hertfordshire,15,14/15
10003854,Leeds Arts University,Isle of Wight,0,14/15
10003854,Leeds Arts University,Isles of Scilly,0,14/15
10003854,Leeds Arts University,Kent,10,14/15
10003854,Leeds Arts University,Lancashire,50,14/15
10003854,Leeds Arts University,Leicestershire,15,14/15
10003854,Leeds Arts University,Lincolnshire,15,14/15
10003854,Leeds Arts University,Luton,5,14/15
10003854,Leeds Arts University,Medway,0,14/15
10003854,Leeds Arts University,Merseyside,30,14/15
10003854,Leeds Arts University,Middlesbrough,0,14/15
10003854,Leeds Arts University,Milton Keynes,0,14/15
10003854,Leeds Arts University,Norfolk,15,14/15
10003854,Leeds Arts University,North East Lincolnshire,5,14/15
10003854,Leeds Arts University,North Lincolnshire,5,14/15
10003854,Leeds Arts University,North Somerset,0,14/15
10003854,Leeds Arts University,North Yorkshire,60,14/15
10003854,Leeds Arts University,Northamptonshire,10,14/15
10003854,Leeds Arts University,Northumberland,10,14/15
10003854,Leeds Arts University,Nottinghamshire,25,14/15
10003854,Leeds Arts University,Oxfordshire,10,14/15
10003854,Leeds Arts University,Peterborough,0,14/15
10003854,Leeds Arts University,Poole,0,14/15
10003854,Leeds Arts University,Reading,0,14/15
10003854,Leeds Arts University,Redcar and Cleveland,5,14/15
10003854,Leeds Arts University,Rutland,0,14/15
10003854,Leeds Arts University,Shropshire,10,14/15
10003854,Leeds Arts University,Slough,0,14/15
10003854,Leeds Arts University,Somerset,5,14/15
10003854,Leeds Arts University,South Gloucestershire,0,14/15
10003854,Leeds Arts University,South Yorkshire,40,14/15
10003854,Leeds Arts University,Southend-on-Sea,0,14/15
10003854,Leeds Arts University,Staffordshire,15,14/15
10003854,Leeds Arts University,Stockton-on-Tees,5,14/15
10003854,Leeds Arts University,Suffolk,5,14/15
10003854,Leeds Arts University,Surrey,10,14/15
10003854,Leeds Arts University,Swindon,0,14/15
10003854,Leeds Arts University,Telford and Wrekin,0,14/15
10003854,Leeds Arts University,Thurrock,0,14/15
10003854,Leeds Arts University,Torbay,0,14/15
10003854,Leeds Arts University,Tyne and Wear,20,14/15
10003854,Leeds Arts University,Warrington,20,14/15
10003854,Leeds Arts University,Warwickshire,5,14/15
10003854,Leeds Arts University,West Berkshire,0,14/15
10003854,Leeds Arts University,West Midlands,15,14/15
10003854,Leeds Arts University,West Sussex,5,14/15
10003854,Leeds Arts University,West Yorkshire,260,14/15
10003854,Leeds Arts University,Wiltshire,5,14/15
10003854,Leeds Arts University,Windsor and Maidenhead,0,14/15
10003854,Leeds Arts University,Wokingham,0,14/15
10003854,Leeds Arts University,Worcestershire,0,14/15
10003854,Leeds Arts University,England (county unitary authority unknown),5,14/15
10003854,Leeds Arts University,Total England,1100,14/15
10003854,Leeds Arts University,Total,1145,14/15
10003861,Leeds Beckett University,Bath and North East Somerset,20,14/15
10003861,Leeds Beckett University,Bedford,40,14/15
10003861,Leeds Beckett University,Blackburn with Darwen,100,14/15
10003861,Leeds Beckett University,Blackpool,70,14/15
10003861,Leeds Beckett University,Bournemouth,10,14/15
10003861,Leeds Beckett University,Bracknell Forest,10,14/15
10003861,Leeds Beckett University,Brighton and Hove,25,14/15
10003861,Leeds Beckett University,Buckinghamshire,105,14/15
10003861,Leeds Beckett University,Cambridgeshire,190,14/15
10003861,Leeds Beckett University,Central Bedfordshire,65,14/15
10003861,Leeds Beckett University,Cheshire East,230,14/15
10003861,Leeds Beckett University,Cheshire West and Chester,205,14/15
10003861,Leeds Beckett University,City of Bristol,40,14/15
10003861,Leeds Beckett University,City of Derby,80,14/15
10003861,Leeds Beckett University,City of Kingston upon Hull,175,14/15
10003861,Leeds Beckett University,City of Leicester,60,14/15
10003861,Leeds Beckett University,City of Nottingham,85,14/15
10003861,Leeds Beckett University,City of Plymouth,5,14/15
10003861,Leeds Beckett University,City of Portsmouth,5,14/15
10003861,Leeds Beckett University,City of Southampton,10,14/15
10003861,Leeds Beckett University,City of Stoke-on-Trent,30,14/15
10003861,Leeds Beckett University,City of York,245,14/15
10003861,Leeds Beckett University,Cornwall,35,14/15
10003861,Leeds Beckett University,County Durham,275,14/15
10003861,Leeds Beckett University,Cumbria,245,14/15
10003861,Leeds Beckett University,Darlington,85,14/15
10003861,Leeds Beckett University,Derbyshire,395,14/15
10003861,Leeds Beckett University,Devon,45,14/15
10003861,Leeds Beckett University,Dorset,25,14/15
10003861,Leeds Beckett University,East Riding of Yorkshire,380,14/15
10003861,Leeds Beckett University,East Sussex,50,14/15
10003861,Leeds Beckett University,Essex,145,14/15
10003861,Leeds Beckett University,Gloucestershire,50,14/15
10003861,Leeds Beckett University,Greater London,770,14/15
10003861,Leeds Beckett University,Greater Manchester,1825,14/15
10003861,Leeds Beckett University,Halton,50,14/15
10003861,Leeds Beckett University,Hampshire,75,14/15
10003861,Leeds Beckett University,Hartlepool,40,14/15
10003861,Leeds Beckett University,Herefordshire,15,14/15
10003861,Leeds Beckett University,Hertfordshire,315,14/15
10003861,Leeds Beckett University,Isle of Wight,10,14/15
10003861,Leeds Beckett University,Isles of Scilly,0,14/15
10003861,Leeds Beckett University,Kent,130,14/15
10003861,Leeds Beckett University,Lancashire,855,14/15
10003861,Leeds Beckett University,Leicestershire,230,14/15
10003861,Leeds Beckett University,Lincolnshire,410,14/15
10003861,Leeds Beckett University,Luton,20,14/15
10003861,Leeds Beckett University,Medway,25,14/15
10003861,Leeds Beckett University,Merseyside,625,14/15
10003861,Leeds Beckett University,Middlesbrough,80,14/15
10003861,Leeds Beckett University,Milton Keynes,55,14/15
10003861,Leeds Beckett University,Norfolk,130,14/15
10003861,Leeds Beckett University,North East Lincolnshire,130,14/15
10003861,Leeds Beckett University,North Lincolnshire,100,14/15
10003861,Leeds Beckett University,North Somerset,20,14/15
10003861,Leeds Beckett University,North Yorkshire,1065,14/15
10003861,Leeds Beckett University,Northamptonshire,175,14/15
10003861,Leeds Beckett University,Northumberland,220,14/15
10003861,Leeds Beckett University,Nottinghamshire,485,14/15
10003861,Leeds Beckett University,Oxfordshire,95,14/15
10003861,Leeds Beckett University,Peterborough,115,14/15
10003861,Leeds Beckett University,Poole,5,14/15
10003861,Leeds Beckett University,Reading,5,14/15
10003861,Leeds Beckett University,Redcar and Cleveland,50,14/15
10003861,Leeds Beckett University,Rutland,20,14/15
10003861,Leeds Beckett University,Shropshire,90,14/15
10003861,Leeds Beckett University,Slough,10,14/15
10003861,Leeds Beckett University,Somerset,35,14/15
10003861,Leeds Beckett University,South Gloucestershire,20,14/15
10003861,Leeds Beckett University,South Yorkshire,1410,14/15
10003861,Leeds Beckett University,Southend-on-Sea,10,14/15
10003861,Leeds Beckett University,Staffordshire,240,14/15
10003861,Leeds Beckett University,Stockton-on-Tees,145,14/15
10003861,Leeds Beckett University,Suffolk,105,14/15
10003861,Leeds Beckett University,Surrey,150,14/15
10003861,Leeds Beckett University,Swindon,5,14/15
10003861,Leeds Beckett University,Telford and Wrekin,25,14/15
10003861,Leeds Beckett University,Thurrock,0,14/15
10003861,Leeds Beckett University,Torbay,5,14/15
10003861,Leeds Beckett University,Tyne and Wear,500,14/15
10003861,Leeds Beckett University,Warrington,150,14/15
10003861,Leeds Beckett University,Warwickshire,155,14/15
10003861,Leeds Beckett University,West Berkshire,15,14/15
10003861,Leeds Beckett University,West Midlands,415,14/15
10003861,Leeds Beckett University,West Sussex,60,14/15
10003861,Leeds Beckett University,West Yorkshire,7600,14/15
10003861,Leeds Beckett University,Wiltshire,50,14/15
10003861,Leeds Beckett University,Windsor and Maidenhead,15,14/15
10003861,Leeds Beckett University,Wokingham,20,14/15
10003861,Leeds Beckett University,Worcestershire,100,14/15
10003861,Leeds Beckett University,England (county unitary authority unknown),295,14/15
10003861,Leeds Beckett University,Total England,23320,14/15
10003861,Leeds Beckett University,Total,23955,14/15
10007795,The University of Leeds,Bath and North East Somerset,70,14/15
10007795,The University of Leeds,Bedford,75,14/15
10007795,The University of Leeds,Blackburn with Darwen,75,14/15
10007795,The University of Leeds,Blackpool,55,14/15
10007795,The University of Leeds,Bournemouth,20,14/15
10007795,The University of Leeds,Bracknell Forest,25,14/15
10007795,The University of Leeds,Brighton and Hove,80,14/15
10007795,The University of Leeds,Buckinghamshire,305,14/15
10007795,The University of Leeds,Cambridgeshire,320,14/15
10007795,The University of Leeds,Central Bedfordshire,85,14/15
10007795,The University of Leeds,Cheshire East,300,14/15
10007795,The University of Leeds,Cheshire West and Chester,230,14/15
10007795,The University of Leeds,City of Bristol,125,14/15
10007795,The University of Leeds,City of Derby,75,14/15
10007795,The University of Leeds,City of Kingston upon Hull,85,14/15
10007795,The University of Leeds,City of Leicester,75,14/15
10007795,The University of Leeds,City of Nottingham,65,14/15
10007795,The University of Leeds,City of Plymouth,15,14/15
10007795,The University of Leeds,City of Portsmouth,10,14/15
10007795,The University of Leeds,City of Southampton,20,14/15
10007795,The University of Leeds,City of Stoke-on-Trent,20,14/15
10007795,The University of Leeds,City of York,215,14/15
10007795,The University of Leeds,Cornwall,50,14/15
10007795,The University of Leeds,County Durham,195,14/15
10007795,The University of Leeds,Cumbria,210,14/15
10007795,The University of Leeds,Darlington,65,14/15
10007795,The University of Leeds,Derbyshire,360,14/15
10007795,The University of Leeds,Devon,130,14/15
10007795,The University of Leeds,Dorset,65,14/15
10007795,The University of Leeds,East Riding of Yorkshire,255,14/15
10007795,The University of Leeds,East Sussex,145,14/15
10007795,The University of Leeds,Essex,345,14/15
10007795,The University of Leeds,Gloucestershire,165,14/15
10007795,The University of Leeds,Greater London,2615,14/15
10007795,The University of Leeds,Greater Manchester,1575,14/15
10007795,The University of Leeds,Halton,35,14/15
10007795,The University of Leeds,Hampshire,250,14/15
10007795,The University of Leeds,Hartlepool,30,14/15
10007795,The University of Leeds,Herefordshire,50,14/15
10007795,The University of Leeds,Hertfordshire,650,14/15
10007795,The University of Leeds,Isle of Wight,15,14/15
10007795,The University of Leeds,Isles of Scilly,0,14/15
10007795,The University of Leeds,Kent,370,14/15
10007795,The University of Leeds,Lancashire,755,14/15
10007795,The University of Leeds,Leicestershire,285,14/15
10007795,The University of Leeds,Lincolnshire,335,14/15
10007795,The University of Leeds,Luton,25,14/15
10007795,The University of Leeds,Medway,40,14/15
10007795,The University of Leeds,Merseyside,700,14/15
10007795,The University of Leeds,Middlesbrough,55,14/15
10007795,The University of Leeds,Milton Keynes,95,14/15
10007795,The University of Leeds,Norfolk,215,14/15
10007795,The University of Leeds,North East Lincolnshire,70,14/15
10007795,The University of Leeds,North Lincolnshire,90,14/15
10007795,The University of Leeds,North Somerset,40,14/15
10007795,The University of Leeds,North Yorkshire,680,14/15
10007795,The University of Leeds,Northamptonshire,215,14/15
10007795,The University of Leeds,Northumberland,180,14/15
10007795,The University of Leeds,Nottinghamshire,425,14/15
10007795,The University of Leeds,Oxfordshire,250,14/15
10007795,The University of Leeds,Peterborough,60,14/15
10007795,The University of Leeds,Poole,15,14/15
10007795,The University of Leeds,Reading,35,14/15
10007795,The University of Leeds,Redcar and Cleveland,60,14/15
10007795,The University of Leeds,Rutland,30,14/15
10007795,The University of Leeds,Shropshire,105,14/15
10007795,The University of Leeds,Slough,15,14/15
10007795,The University of Leeds,Somerset,90,14/15
10007795,The University of Leeds,South Gloucestershire,45,14/15
10007795,The University of Leeds,South Yorkshire,885,14/15
10007795,The University of Leeds,Southend-on-Sea,20,14/15
10007795,The University of Leeds,Staffordshire,255,14/15
10007795,The University of Leeds,Stockton-on-Tees,90,14/15
10007795,The University of Leeds,Suffolk,205,14/15
10007795,The University of Leeds,Surrey,530,14/15
10007795,The University of Leeds,Swindon,20,14/15
10007795,The University of Leeds,Telford and Wrekin,30,14/15
10007795,The University of Leeds,Thurrock,10,14/15
10007795,The University of Leeds,Torbay,10,14/15
10007795,The University of Leeds,Tyne and Wear,470,14/15
10007795,The University of Leeds,Warrington,150,14/15
10007795,The University of Leeds,Warwickshire,250,14/15
10007795,The University of Leeds,West Berkshire,50,14/15
10007795,The University of Leeds,West Midlands,710,14/15
10007795,The University of Leeds,West Sussex,170,14/15
10007795,The University of Leeds,West Yorkshire,4940,14/15
10007795,The University of Leeds,Wiltshire,140,14/15
10007795,The University of Leeds,Windsor and Maidenhead,75,14/15
10007795,The University of Leeds,Wokingham,55,14/15
10007795,The University of Leeds,Worcestershire,185,14/15
10007795,The University of Leeds,England (county unitary authority unknown),45,14/15
10007795,The University of Leeds,Total England,24125,14/15
10007795,The University of Leeds,Total,24835,14/15
10003863,Leeds Trinity University,Bath and North East Somerset,0,14/15
10003863,Leeds Trinity University,Bedford,5,14/15
10003863,Leeds Trinity University,Blackburn with Darwen,5,14/15
10003863,Leeds Trinity University,Blackpool,0,14/15
10003863,Leeds Trinity University,Bournemouth,0,14/15
10003863,Leeds Trinity University,Bracknell Forest,0,14/15
